state,year,quarter,category,transaction_count,transaction_amount,log_transaction_amount
Dadra & Nagar Haveli & Daman & Diu,2019,3,Peer-to-peer payments,249944,821178569.0593253,20.526251146883656
Dadra & Nagar Haveli & Daman & Diu,2019,3,Merchant payments,63616,30634658.237494454,17.237642580773173
Dadra & Nagar Haveli & Daman & Diu,2019,3,Financial Services,533,425044.05141368794,12.959950445614924
Dadra & Nagar Haveli & Daman & Diu,2019,3,Others,5516,4636167.420289769,15.349398811576075
Dadra & Nagar Haveli & Daman & Diu,2019,4,Recharge & bill payments,351819,125809568.35055912,18.65027996730706
Dadra & Nagar Haveli & Daman & Diu,2019,4,Peer-to-peer payments,324464,1051976410.5472054,20.773936528526896
Dadra & Nagar Haveli & Daman & Diu,2019,4,Merchant payments,86758,45361559.23824883,17.630175613579006
Dadra & Nagar Haveli & Daman & Diu,2019,4,Financial Services,1019,267762.49056630814,12.497859371975574
Dadra & Nagar Haveli & Daman & Diu,2019,4,Others,4911,3225961.384460643,14.986741877481718
Dadra & Nagar Haveli & Daman & Diu,2020,1,Recharge & bill payments,407577,153340696.30393675,18.84817278352134
Dadra & Nagar Haveli & Daman & Diu,2020,1,Peer-to-peer payments,329005,1119439489.5005136,20.836093942073802
Dadra & Nagar Haveli & Daman & Diu,2020,1,Merchant payments,137040,66713356.798143014,18.015915757673852
Dadra & Nagar Haveli & Daman & Diu,2020,1,Financial Services,668,418783.1260904173,12.94511085394216
Dadra & Nagar Haveli & Daman & Diu,2020,1,Others,4289,2851043.563834071,14.86319599872111
Dadra & Nagar Haveli & Daman & Diu,2020,2,Recharge & bill payments,525974,178877986.7248658,19.002214498565777
Dadra & Nagar Haveli & Daman & Diu,2020,2,Peer-to-peer payments,323909,1052118443.3664523,20.774071534626135
Dadra & Nagar Haveli & Daman & Diu,2020,2,Merchant payments,118801,68938500.71228051,18.048725385603603
Dadra & Nagar Haveli & Daman & Diu,2020,2,Financial Services,1826,993268.2971840606,13.808757101813374
Dadra & Nagar Haveli & Daman & Diu,2020,2,Others,2642,1448254.787275234,14.185870484998
Dadra & Nagar Haveli & Daman & Diu,2020,3,Recharge & bill payments,455603,201223380.1868608,19.119926198120364
Dadra & Nagar Haveli & Daman & Diu,2020,3,Peer-to-peer payments,419524,1401020928.2319155,21.060467042970508
Dadra & Nagar Haveli & Daman & Diu,2020,3,Merchant payments,257572,143497844.49072367,18.781830579049313
Dadra & Nagar Haveli & Daman & Diu,2020,3,Financial Services,1635,1778864.0123306382,14.391486085371444
Dadra & Nagar Haveli & Daman & Diu,2020,3,Others,3978,2268098.077531771,14.634452627854353
Dadra & Nagar Haveli & Daman & Diu,2020,4,Peer-to-peer payments,666995,2153786522.547576,21.490493303781058
Dadra & Nagar Haveli & Daman & Diu,2020,4,Merchant payments,631443,316510115.80515665,19.572865763666893
Dadra & Nagar Haveli & Daman & Diu,2020,4,Recharge & bill payments,509971,224246669.7783347,19.228257212765484
Dadra & Nagar Haveli & Daman & Diu,2020,4,Financial Services,2453,1683959.5099964456,14.336659023388576
Dadra & Nagar Haveli & Daman & Diu,2020,4,Others,6929,4283833.187441602,15.270359004721724
Dadra & Nagar Haveli & Daman & Diu,2021,1,Peer-to-peer payments,768921,2379220756.2230163,21.590038858086974
Dadra & Nagar Haveli & Daman & Diu,2021,1,Merchant payments,705821,367522132.38063604,19.722294101689684
Dadra & Nagar Haveli & Daman & Diu,2021,1,Recharge & bill payments,442926,213177144.73200977,19.17763404813108
Dadra & Nagar Haveli & Daman & Diu,2021,1,Financial Services,2243,1930008.9716834244,14.47303572754307
Dadra & Nagar Haveli & Daman & Diu,2021,1,Others,5333,3782868.8861592514,15.14599350866978
Dadra & Nagar Haveli & Daman & Diu,2021,2,Peer-to-peer payments,843550,2512913026.4279447,21.644708485847257
Dadra & Nagar Haveli & Daman & Diu,2021,2,Merchant payments,802899,430487473.930562,19.880428787170864
Dadra & Nagar Haveli & Daman & Diu,2021,2,Recharge & bill payments,471136,208762964.0120024,19.156710027608554
Dadra & Nagar Haveli & Daman & Diu,2021,2,Financial Services,1826,1763792.6506419359,14.382977530612262
Dadra & Nagar Haveli & Daman & Diu,2021,2,Others,5672,3741204.3977531465,15.13491841632807
Dadra & Nagar Haveli & Daman & Diu,2021,3,Merchant payments,1312241,706774071.9381688,20.376221615419755
Dadra & Nagar Haveli & Daman & Diu,2021,3,Peer-to-peer payments,1262732,3339347400.0643554,21.929041235941234
Dadra & Nagar Haveli & Daman & Diu,2021,3,Recharge & bill payments,544322,253199754.8745275,19.349689284073197
Dadra & Nagar Haveli & Daman & Diu,2021,3,Financial Services,2065,2252116.636459231,14.627381503315823
Dadra & Nagar Haveli & Daman & Diu,2021,3,Others,8110,4365759.277996017,15.289302908033076
Dadra & Nagar Haveli & Daman & Diu,2021,4,Merchant payments,2013673,1058989463.1650428,20.780580954663538
Dadra & Nagar Haveli & Daman & Diu,2021,4,Peer-to-peer payments,1577168,4202291071.7106133,22.158895707010764
Dadra & Nagar Haveli & Daman & Diu,2021,4,Recharge & bill payments,551618,294991582.16815025,19.50245738226367
Dadra & Nagar Haveli & Daman & Diu,2021,4,Financial Services,2909,3159306.4175118254,14.965863389868002
Dadra & Nagar Haveli & Daman & Diu,2021,4,Others,11717,6407962.869342193,15.673052129347113
Dadra & Nagar Haveli & Daman & Diu,2022,1,Merchant payments,2507246,1227972829.6970267,20.92863054158705
Dadra & Nagar Haveli & Daman & Diu,2022,1,Peer-to-peer payments,1745454,4674787017.541661,22.26544944111809
Dadra & Nagar Haveli & Daman & Diu,2022,1,Recharge & bill payments,538134,326296370.82357025,19.60331664235852
Dadra & Nagar Haveli & Daman & Diu,2022,1,Financial Services,2574,2661345.5534556974,14.794342775773838
Dadra & Nagar Haveli & Daman & Diu,2022,1,Others,9395,5330803.646676767,15.489012750353265
Dadra & Nagar Haveli & Daman & Diu,2022,2,Merchant payments,3346697,1536859131.3374817,21.153006646253523
Dadra & Nagar Haveli & Daman & Diu,2022,2,Peer-to-peer payments,1861799,5078832140.606572,22.348347178722733
Dadra & Nagar Haveli & Daman & Diu,2022,2,Recharge & bill payments,539562,372921225.4254243,19.73687776609653
Dadra & Nagar Haveli & Daman & Diu,2022,2,Financial Services,1849,2131607.7226029015,14.57238752144129
Dadra & Nagar Haveli & Daman & Diu,2022,2,Others,9864,4415675.718757721,15.300671657456267
Dadra & Nagar Haveli & Daman & Diu,2022,3,Merchant payments,3777156,1705567002.0586467,21.257163445511935
Dadra & Nagar Haveli & Daman & Diu,2022,3,Peer-to-peer payments,2086741,5382949597.510585,22.406502313395865
Dadra & Nagar Haveli & Daman & Diu,2022,3,Recharge & bill payments,592431,425206924.5270094,19.868086491992297
Dadra & Nagar Haveli & Daman & Diu,2022,3,Financial Services,2237,3194409.939898855,14.976913259436921
Dadra & Nagar Haveli & Daman & Diu,2022,3,Others,7056,3729425.46329771,15.131765016606264
Dadra & Nagar Haveli & Daman & Diu,2022,4,Merchant payments,4415771,1889046056.1988354,21.359337806957242
Dadra & Nagar Haveli & Daman & Diu,2022,4,Peer-to-peer payments,2215052,5737539058.403507,22.470296220049075
Dadra & Nagar Haveli & Daman & Diu,2022,4,Recharge & bill payments,548795,426040023.1105018,19.870043853131346
Dadra & Nagar Haveli & Daman & Diu,2022,4,Financial Services,2495,3169199.262533775,14.968989830912351
Dadra & Nagar Haveli & Daman & Diu,2022,4,Others,7472,3846409.1057498828,15.16265083120634
Dadra & Nagar Haveli & Daman & Diu,2023,1,Merchant payments,7184933,2778820380.0,21.74529235121702
Dadra & Nagar Haveli & Daman & Diu,2023,1,Peer-to-peer payments,3623830,9079653826.0,22.92930190405311
Dadra & Nagar Haveli & Daman & Diu,2023,1,Recharge & bill payments,979503,746971431.0,20.431537498724552
Dadra & Nagar Haveli & Daman & Diu,2023,1,Financial Services,3546,2855684.0,14.864822302241121
Dadra & Nagar Haveli & Daman & Diu,2023,1,Others,12173,5789879.0,15.571622123945803
Dadra & Nagar Haveli & Daman & Diu,2023,2,Merchant payments,8331573,3135694669.0,21.866116571811848
Dadra & Nagar Haveli & Daman & Diu,2023,2,Peer-to-peer payments,3962990,9804533561.0,23.006110724020022
Dadra & Nagar Haveli & Daman & Diu,2023,2,Recharge & bill payments,1046280,800283519.0,20.500476622847355
Dadra & Nagar Haveli & Daman & Diu,2023,2,Financial Services,3985,4431276.0,15.304198362332869
Dadra & Nagar Haveli & Daman & Diu,2023,2,Others,12287,5595163.0,15.53741321118419
Dadra & Nagar Haveli & Daman & Diu,2023,3,Merchant payments,9582597,3564710651.0,21.99434872398437
Dadra & Nagar Haveli & Daman & Diu,2023,3,Peer-to-peer payments,4630867,10642329946.0,23.088105276868497
Dadra & Nagar Haveli & Daman & Diu,2023,3,Recharge & bill payments,1139193,878917740.0,20.594201868790247
Dadra & Nagar Haveli & Daman & Diu,2023,3,Financial Services,5572,5268269.0,15.477212593379306
Dadra & Nagar Haveli & Daman & Diu,2023,3,Others,12099,4839857.0,15.392395939419448
Dadra & Nagar Haveli & Daman & Diu,2023,4,Merchant payments,11765508,4318758826.0,22.186233889356604
Dadra & Nagar Haveli & Daman & Diu,2023,4,Peer-to-peer payments,5347152,12234383845.0,23.227516172621982
Dadra & Nagar Haveli & Daman & Diu,2023,4,Recharge & bill payments,1169931,991997355.0,20.715230999923016
Dadra & Nagar Haveli & Daman & Diu,2023,4,Financial Services,5597,7765262.0,15.86517088392052
Dadra & Nagar Haveli & Daman & Diu,2023,4,Others,14185,5154679.0,15.45541559785172
Dadra & Nagar Haveli & Daman & Diu,2024,1,Merchant payments,13631073,4791513247.0,22.29011211664044
Dadra & Nagar Haveli & Daman & Diu,2024,1,Peer-to-peer payments,6113627,13576602170.0,23.331613719448576
Dadra & Nagar Haveli & Daman & Diu,2024,1,Recharge & bill payments,1353851,1135863865.0,20.850659313796825
Dadra & Nagar Haveli & Daman & Diu,2024,1,Financial Services,6748,10924778.0,16.20654406990837
Dadra & Nagar Haveli & Daman & Diu,2024,1,Others,9710,4292265.0,15.27232535658118
Dadra & Nagar Haveli & Daman & Diu,2024,2,Merchant payments,15510300,5152049102.0,22.362660356564845
Dadra & Nagar Haveli & Daman & Diu,2024,2,Peer-to-peer payments,6493955,14085735502.0,23.368428455796728
Dadra & Nagar Haveli & Daman & Diu,2024,2,Recharge & bill payments,1370838,1073613414.0,20.794295819446397
Dadra & Nagar Haveli & Daman & Diu,2024,2,Financial Services,7715,10300178.0,16.147671831689635
Dadra & Nagar Haveli & Daman & Diu,2024,2,Others,10307,7294515.0,15.80263339092509
Dadra & Nagar Haveli & Daman & Diu,2024,3,Merchant payments,16778218,5563348577.0,22.439466026152004
Dadra & Nagar Haveli & Daman & Diu,2024,3,Peer-to-peer payments,7251757,14881287713.0,23.42337040252635
Dadra & Nagar Haveli & Daman & Diu,2024,3,Recharge & bill payments,1397428,1094723407.0,20.813767572873484
Dadra & Nagar Haveli & Daman & Diu,2024,3,Financial Services,10550,15369479.0,16.547894282801927
Dadra & Nagar Haveli & Daman & Diu,2024,3,Others,8317,9902390.0,16.108286801096245
Dadra & Nagar Haveli & Daman & Diu,2024,4,Merchant payments,19213230,6331132984.0,22.56874504365819
Dadra & Nagar Haveli & Daman & Diu,2024,4,Peer-to-peer payments,7882319,16487512787.0,23.525869130607436
Dadra & Nagar Haveli & Daman & Diu,2024,4,Recharge & bill payments,1336160,1107688213.0,20.825540990365557
Dadra & Nagar Haveli & Daman & Diu,2024,4,Financial Services,25423,12601733.0,16.349344981500693
Dadra & Nagar Haveli & Daman & Diu,2024,4,Others,6568,6285744.0,15.65379492917892
Delhi,2018,1,Recharge & bill payments,3947297,1320559612.770412,21.001321433529423
Delhi,2018,1,Peer-to-peer payments,2380820,9125685134.894358,22.934358816982034
Delhi,2018,1,Merchant payments,339809,375393115.19131327,19.743484344685136
Delhi,2018,1,Financial Services,136240,45588429.271575734,17.635164520177145
Delhi,2018,1,Others,318588,344277514.7923026,19.656958622058724
Delhi,2018,2,Recharge & bill payments,4511737,2078183615.8006349,21.454760087991453
Delhi,2018,2,Peer-to-peer payments,3542716,14348179103.109837,23.386888879400946
Delhi,2018,2,Merchant payments,837001,631597790.6002588,20.263763343823275
Delhi,2018,2,Financial Services,205991,66584728.19594695,18.013985817867187
Delhi,2018,2,Others,276278,321754664.4984691,19.589299904719123
Delhi,2018,3,Peer-to-peer payments,8557153,22670122888.868217,23.84431372226581
Delhi,2018,3,Recharge & bill payments,5305635,3261844270.537241,21.905558599826985
Delhi,2018,3,Merchant payments,3808395,1048422633.7093576,20.770552618945214
Delhi,2018,3,Financial Services,274526,45051151.35143036,17.623309121079494
Delhi,2018,3,Others,601339,350405916.1523186,19.674602803734153
Delhi,2018,4,Peer-to-peer payments,9973249,32389252494.75772,24.20109249162184
Delhi,2018,4,Merchant payments,9958967,2738429838.939273,21.73065054197279
Delhi,2018,4,Recharge & bill payments,7483633,3961160542.570066,22.09980288583528
Delhi,2018,4,Financial Services,265004,58162003.43614492,17.878742854765967
Delhi,2018,4,Others,1506866,575852739.0031943,20.17136252625697
Delhi,2019,1,Peer-to-peer payments,20216287,48250023720.99173,24.59966215637878
Delhi,2019,1,Merchant payments,13875931,3996618719.7994804,22.108714520781916
Delhi,2019,1,Recharge & bill payments,10744978,5521320539.356212,22.43188289695028
Delhi,2019,1,Financial Services,223095,30997039.697555833,17.249402296523527
Delhi,2019,1,Others,1947036,670171769.6522964,20.323044611598966
Delhi,2019,2,Merchant payments,20891431,6816878922.844399,22.64266756825462
Delhi,2019,2,Peer-to-peer payments,20570311,65953571241.26435,24.91221686539821
Delhi,2019,2,Recharge & bill payments,12869453,8035701902.391765,22.807160188063193
Delhi,2019,2,Financial Services,137774,33985068.68378611,17.341431859188496
Delhi,2019,2,Others,2702543,866678928.4439986,20.580179142564095
Delhi,2019,3,Merchant payments,29453368,9857221391.940361,23.011470159856366
Delhi,2019,3,Peer-to-peer payments,25201978,81904443496.29778,25.128819081489937
Delhi,2019,3,Recharge & bill payments,11133404,10406524192.884487,23.06569877274187
Delhi,2019,3,Financial Services,92061,27952186.986432005,17.14600603666364
Delhi,2019,3,Others,3657065,1000670778.3478061,20.723936391422306
Delhi,2019,4,Peer-to-peer payments,33040093,105858524152.38443,25.385369361784495
Delhi,2019,4,Merchant payments,32537378,12864577363.070576,23.277743430533075
Delhi,2019,4,Recharge & bill payments,11609898,9500486080.98845,22.974608800769044
Delhi,2019,4,Financial Services,57063,21512527.973989226,16.88414606634538
Delhi,2019,4,Others,3500565,779367300.4732571,20.47399299652879
Delhi,2020,1,Merchant payments,33951545,14470782771.054684,23.395397472329467
Delhi,2020,1,Peer-to-peer payments,32410795,108987600006.3667,25.41449995130393
Delhi,2020,1,Recharge & bill payments,12822919,9498791147.929193,22.97443037997512
Delhi,2020,1,Financial Services,46529,39908838.24852887,17.502108392375675
Delhi,2020,1,Others,2515816,619460878.9909673,20.244360109325232
Delhi,2020,2,Peer-to-peer payments,27155938,86227124454.10175,25.180250633970886
Delhi,2020,2,Merchant payments,24963931,12708327043.868336,23.26552328837572
Delhi,2020,2,Recharge & bill payments,13568505,8699886044.040596,22.88657576424997
Delhi,2020,2,Financial Services,64790,75405868.16164647,18.138395670288922
Delhi,2020,2,Others,288854,162694793.15869594,18.907386575111268
Delhi,2020,3,Peer-to-peer payments,41498638,140074023548.15637,25.665436859458996
Delhi,2020,3,Merchant payments,40973792,21858176583.0589,23.80784090286068
Delhi,2020,3,Recharge & bill payments,13448341,12883226305.336546,23.279192015877733
Delhi,2020,3,Financial Services,85689,114341865.2645722,18.554703345728925
Delhi,2020,3,Others,485401,234194502.8442282,19.27166254106528
Delhi,2020,4,Merchant payments,54581166,31106554562.7951,24.16068439160362
Delhi,2020,4,Peer-to-peer payments,49631928,171546055992.1488,25.868117615564834
Delhi,2020,4,Recharge & bill payments,14862946,12921793576.576857,23.282181147459887
Delhi,2020,4,Financial Services,114862,160007919.76894268,18.890733876778672
Delhi,2020,4,Others,1349515,530676173.2537967,20.089662551847404
Delhi,2021,1,Merchant payments,72615587,39861532639.012344,24.408677601569185
Delhi,2021,1,Peer-to-peer payments,61957428,210823551741.40936,26.07428737290604
Delhi,2021,1,Recharge & bill payments,21164274,15447408658.778738,23.46070710193671
Delhi,2021,1,Financial Services,153039,203106852.42387855,19.129242770067354
Delhi,2021,1,Others,1468676,592745151.8683048,20.20027510551373
Delhi,2021,2,Merchant payments,75620295,42933366743.23575,24.4829151401525
Delhi,2021,2,Peer-to-peer payments,68497718,223034955527.75317,26.13059434737235
Delhi,2021,2,Recharge & bill payments,25026678,15310096462.746447,23.451778347298077
Delhi,2021,2,Financial Services,158170,190019761.49741396,19.06263863786005
Delhi,2021,2,Others,854403,472659189.30861247,19.973885158862462
Delhi,2021,3,Merchant payments,115250887,64006915630.53262,24.88225697121107
Delhi,2021,3,Peer-to-peer payments,93292876,298005532606.47,26.420377889076352
Delhi,2021,3,Recharge & bill payments,28427032,20934734871.908962,23.764675572038733
Delhi,2021,3,Financial Services,144460,220660990.22066334,19.212138105358598
Delhi,2021,3,Others,1645353,690472449.1489255,20.352886631609152
Delhi,2021,4,Merchant payments,149204611,88990516304.07437,25.211795642630854
Delhi,2021,4,Peer-to-peer payments,112380292,376556972334.1598,26.65433519368182
Delhi,2021,4,Recharge & bill payments,30127352,22290161823.248642,23.82741124426618
Delhi,2021,4,Financial Services,199280,287950130.24921745,19.478297867722436
Delhi,2021,4,Others,771824,569713470.6592032,20.160644111106624
Delhi,2022,1,Merchant payments,174454937,98212381475.57239,25.31039812864169
Delhi,2022,1,Peer-to-peer payments,125111881,415305045689.30945,26.75227913701644
Delhi,2022,1,Recharge & bill payments,29435981,22482865572.904938,23.836019325996812
Delhi,2022,1,Financial Services,195184,271039329.10874933,19.41777449786628
Delhi,2022,1,Others,1801878,693588769.393249,20.35738979297839
Delhi,2022,2,Merchant payments,233412802,121657706565.01256,25.52447725448598
Delhi,2022,2,Peer-to-peer payments,143447534,480685895058.7076,26.8984798689147
Delhi,2022,2,Recharge & bill payments,32971294,26876059610.022118,24.01450175000387
Delhi,2022,2,Financial Services,160827,209425798.82013166,19.159880057121274
Delhi,2022,2,Others,641727,426563425.65446466,19.871271628152062
Delhi,2022,3,Merchant payments,276635347,134292748569.06271,25.62328794475176
Delhi,2022,3,Peer-to-peer payments,160580425,509428627035.3385,26.95655559547132
Delhi,2022,3,Recharge & bill payments,37572389,33177115465.46472,24.225126182018315
Delhi,2022,3,Financial Services,195218,265479580.4156591,19.397048489533127
Delhi,2022,3,Others,608782,448676465.8346823,19.92181262213305
Delhi,2022,4,Merchant payments,305621913,153114813286.24423,25.75445389056143
Delhi,2022,4,Peer-to-peer payments,171970100,559069397370.8649,27.04953944796293
Delhi,2022,4,Recharge & bill payments,36775874,31954251758.09231,24.187571084318158
Delhi,2022,4,Financial Services,228639,299454652.77800566,19.517473557639327
Delhi,2022,4,Others,606931,477098950.59646183,19.983234473033622
Delhi,2023,1,Merchant payments,246682850,116053064134.0,25.477313372894333
Delhi,2023,1,Peer-to-peer payments,135403837,460727324748.0,26.856072218501257
Delhi,2023,1,Recharge & bill payments,26976608,33945163887.0,24.248012232733736
Delhi,2023,1,Financial Services,206979,275072622.0,19.432545704403264
Delhi,2023,1,Others,482829,402484189.0,19.813166374548327
Delhi,2023,2,Merchant payments,300493650,126927948779.0,25.566885429970114
Delhi,2023,2,Peer-to-peer payments,151909146,498879007930.0,26.935629434221397
Delhi,2023,2,Recharge & bill payments,29059235,35251178665.0,24.285764802979006
Delhi,2023,2,Financial Services,219538,302441499.0,19.527398428303464
Delhi,2023,2,Others,457429,367938784.0,19.723427137187628
Delhi,2023,3,Merchant payments,347213404,143772297471.0,25.691496617443814
Delhi,2023,3,Peer-to-peer payments,167791074,523701514112.0,26.98418772941156
Delhi,2023,3,Recharge & bill payments,31015600,39925428804.0,24.410279271252804
Delhi,2023,3,Financial Services,275512,439989766.0,19.902262027787955
Delhi,2023,3,Others,411393,360021285.0,19.70167371544423
Delhi,2023,4,Merchant payments,381250463,168766495844.0,25.851781915077076
Delhi,2023,4,Peer-to-peer payments,185276322,588131157564.0,27.10021581705484
Delhi,2023,4,Recharge & bill payments,30903762,41889435437.0,24.458299494564596
Delhi,2023,4,Financial Services,317005,501353917.0,20.032822832803443
Delhi,2023,4,Others,403194,361276587.0,19.70515439468257
Delhi,2024,1,Merchant payments,419098312,183390284466.0,25.934882420812684
Delhi,2024,1,Peer-to-peer payments,197330105,604445932793.0,27.127578061800165
Delhi,2024,1,Recharge & bill payments,33501160,43595822485.0,24.49822716816961
Delhi,2024,1,Financial Services,319041,606216973.0,20.222748522855813
Delhi,2024,1,Others,485440,475774396.0,19.98045434396075
Delhi,2024,2,Merchant payments,519857504,208928942309.0,26.06526004215451
Delhi,2024,2,Peer-to-peer payments,221272475,641147355249.0,27.18652515083328
Delhi,2024,2,Recharge & bill payments,35429237,45318295969.0,24.53697667244345
Delhi,2024,2,Financial Services,376570,743336505.0,20.426659401902654
Delhi,2024,2,Others,604614,779746148.0,20.474478974677567
Delhi,2024,3,Merchant payments,564668341,231032600851.0,26.165824666739848
Delhi,2024,3,Peer-to-peer payments,242786329,672922448569.0,27.234895927514522
Delhi,2024,3,Recharge & bill payments,36462771,52504961937.0,24.684173515182668
Delhi,2024,3,Financial Services,463025,936446162.0,20.657602590742666
Delhi,2024,3,Others,464057,806926069.0,20.5087426111331
Delhi,2024,4,Merchant payments,612111214,261167204054.0,26.28842666771744
Delhi,2024,4,Peer-to-peer payments,261559240,745874399814.0,27.33782305811597
Delhi,2024,4,Recharge & bill payments,35326994,48224664984.0,24.599136448798575
Delhi,2024,4,Financial Services,1115510,932800641.0,20.653702061810694
Delhi,2024,4,Others,430124,861416410.0,20.574088581946803
Goa,2018,1,Recharge & bill payments,85991,18273814.162708722,16.720979727720408
Goa,2018,1,Peer-to-peer payments,59651,268175048.06992978,19.40715049342502
Goa,2018,1,Merchant payments,7880,11036031.735657964,16.216676180576055
Goa,2018,1,Financial Services,1191,520105.642400422,13.16178915107054
Goa,2018,1,Others,6184,5851742.732386975,15.58225024870514
Goa,2018,2,Recharge & bill payments,120943,30994284.17044104,17.24931339611438
Goa,2018,2,Peer-to-peer payments,87878,419492232.52410376,19.85455557005082
Goa,2018,2,Merchant payments,12456,20162855.70611957,16.819352692821145
Goa,2018,2,Financial Services,1903,733429.427283199,13.505488021736943
Goa,2018,2,Others,6395,7221023.530667527,15.792507402556412
Goa,2018,3,Recharge & bill payments,158797,40314972.94208837,17.512233519743326
Goa,2018,3,Peer-to-peer payments,150297,639468418.1317002,20.27614779407603
Goa,2018,3,Merchant payments,21587,26634198.178851012,17.097706631384177
Goa,2018,3,Financial Services,1867,468171.36483984883,13.056591808033488
Goa,2018,3,Others,6963,6281208.620754639,15.653073134666386
Goa,2018,4,Peer-to-peer payments,246426,1021902315.4426756,20.744931743379627
Goa,2018,4,Recharge & bill payments,212122,54832855.89468471,17.81980015061311
Goa,2018,4,Merchant payments,45586,66666113.92145965,18.015207359631848
Goa,2018,4,Financial Services,2523,723599.2328183289,13.491994354253265
Goa,2018,4,Others,8098,8880194.430766659,15.9993341226954
Goa,2019,1,Peer-to-peer payments,378848,1310759847.8146646,20.993872843265983
Goa,2019,1,Recharge & bill payments,275277,78212835.0406034,18.17494433578716
Goa,2019,1,Merchant payments,74527,75946974.41483101,18.14554596284022
Goa,2019,1,Financial Services,2013,499592.0966860995,13.121549239456147
Goa,2019,1,Others,8147,9904147.90979165,16.108464309111707
Goa,2019,2,Peer-to-peer payments,373759,1391933790.7547765,21.053959834332908
Goa,2019,2,Recharge & bill payments,278060,93218689.41694948,18.350458800504565
Goa,2019,2,Merchant payments,104592,92873008.6474504,18.346743630327882
Goa,2019,2,Financial Services,1211,515859.8076807977,13.15359225551734
Goa,2019,2,Others,10819,13325754.760758925,16.405209243913166
Goa,2019,3,Peer-to-peer payments,475178,1704668027.0159788,21.25663622374845
Goa,2019,3,Recharge & bill payments,453806,157952854.9501171,18.8778071664045
Goa,2019,3,Merchant payments,150578,123948570.56857497,18.635377292123927
Goa,2019,3,Financial Services,1510,1282344.8444824044,14.064201649568561
Goa,2019,3,Others,11344,12515394.117688328,16.342470053878873
Goa,2019,4,Peer-to-peer payments,698728,2484453030.31845,21.63331836414631
Goa,2019,4,Recharge & bill payments,552421,205602115.14625147,19.14145338403245
Goa,2019,4,Merchant payments,250893,218404664.8638511,19.201860165452292
Goa,2019,4,Financial Services,1497,649712.8451498008,13.384287306707444
Goa,2019,4,Others,11733,14350825.325765317,16.479318082189053
Goa,2020,1,Peer-to-peer payments,817198,2851686768.653684,21.771176505154717
Goa,2020,1,Recharge & bill payments,678079,244739382.20701858,19.315704460321754
Goa,2020,1,Merchant payments,373110,298421548.1046571,19.514017639184647
Goa,2020,1,Financial Services,1762,1816477.5692472362,14.412410332746788
Goa,2020,1,Others,11088,13707055.389155574,16.433421323099825
Goa,2020,2,Recharge & bill payments,758617,241196540.9379891,19.301122685807353
Goa,2020,2,Peer-to-peer payments,493326,1766723888.2025127,21.29239275842646
Goa,2020,2,Merchant payments,221358,168591711.94693565,18.942990450170615
Goa,2020,2,Financial Services,3081,3328361.317987765,15.017990944585042
Goa,2020,2,Others,5710,3775927.611346662,15.144156900175448
Goa,2020,3,Peer-to-peer payments,759351,2723430713.3444066,21.72515821453211
Goa,2020,3,Recharge & bill payments,696770,280187505.0339355,19.45096960141528
Goa,2020,3,Merchant payments,446880,353193881.4783259,19.682527706267543
Goa,2020,3,Financial Services,4985,6418950.466847964,15.674765339406626
Goa,2020,3,Others,7545,5112530.621144422,15.44720526437899
Goa,2020,4,Peer-to-peer payments,1550251,5407626413.043346,22.41107609305746
Goa,2020,4,Merchant payments,1389834,1123844212.5171819,20.84002097873835
Goa,2020,4,Recharge & bill payments,839199,345088772.3784919,19.659312256036586
Goa,2020,4,Financial Services,7287,10386560.386677971,16.156023354176543
Goa,2020,4,Others,14810,12846789.254236266,16.368604552441322
Goa,2021,1,Peer-to-peer payments,2235456,7553384653.1682,22.74526159831689
Goa,2021,1,Merchant payments,2195509,1768358976.7158575,21.293317822246177
Goa,2021,1,Recharge & bill payments,880682,410604192.7268899,19.833140276152307
Goa,2021,1,Financial Services,8138,12207778.148638733,16.3175839416349
Goa,2021,1,Others,11764,12687278.26183929,16.356110416533298
Goa,2021,2,Merchant payments,1869384,1411529033.6650195,21.0679393755242
Goa,2021,2,Peer-to-peer payments,1866837,6195032351.177256,22.547013574318523
Goa,2021,2,Recharge & bill payments,953219,383804809.3560881,19.76564467495617
Goa,2021,2,Financial Services,8303,12371843.844825167,16.330933871876354
Goa,2021,2,Others,12392,10115549.032816991,16.129584405040998
Goa,2021,3,Merchant payments,2865625,2143135314.897931,21.48553569465389
Goa,2021,3,Peer-to-peer payments,2560305,7871092673.137299,22.786462730162338
Goa,2021,3,Recharge & bill payments,1017351,438838003.22982365,19.899640892072178
Goa,2021,3,Financial Services,8337,12943224.07382146,16.376083048891044
Goa,2021,3,Others,16145,12416377.597493527,16.33452701365074
Goa,2021,4,Merchant payments,5474662,4384250602.937038,22.20128454826517
Goa,2021,4,Peer-to-peer payments,4408822,13618351952.666094,23.33468412841298
Goa,2021,4,Recharge & bill payments,1170180,585734312.4063727,20.188376854637408
Goa,2021,4,Financial Services,11320,17101084.66037453,16.654652508368343
Goa,2021,4,Others,23775,21819163.1997744,16.898299233317257
Goa,2022,1,Merchant payments,6364271,4682000388.389215,22.26699128918241
Goa,2022,1,Peer-to-peer payments,4640380,14449830641.555716,23.39394853119781
Goa,2022,1,Recharge & bill payments,1177071,646403472.1135541,20.286934438166554
Goa,2022,1,Financial Services,11677,17490493.19245399,16.67716810231052
